Incident ID;Agency;Offense;Street;City;State;Longitude;Latitude;Forcible;maps;Date of Report;Hour of Report;Date of Occurence;Hour of Occurence;Date Found;Hour Found;Apartment;Zipcode;Reported As;Premise Description;Victim Age;Weapon Description;Victim Race;Victim Gender 
141996;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;6 ADELAIDE WALTERS ST;CHAPEL HILL;NC;-79.0139177;35.93900141;N;35.93900141, -79.0139177;2017-03-21;18:56:00;2017-03-21;18:56:00;2017-03-21;18:56:00;A;27517;DISTURBANCE/NUI;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;B;M
141955;CHPD;DRUG VIOLATIONS;789 MARTIN LUTHER KING JR BLVD at UMSTEAD DR;CHAPEL HILL;NC;-79.05420685;35.9251442;N;35.9251442, -79.05420685;2017-03-21;23:59:59;2017-03-21;23:59:59;2017-03-21;23:59:59;;27516;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
141886;CHPD;WELL BEING CHECK;123 E FRANKLIN ST;CHAPEL HILL;NC;-79.0549224;35.9137459;N;35.9137459, -79.0549224;2017-03-19;11:39:00;2017-03-19;11:39:00;2017-03-19;11:39:00;;27514;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;50.0;NOT APPLICABLE/NONE;W;M
141841;CHPD;DISPUTE;103 MAXWELL RD;CHAPEL HILL;NC;-79.02547919;35.91265755;N;35.91265755, -79.02547919;2017-03-18;2:46:00;2017-03-18;2:46:00;2017-03-18;2:46:00;;27517;DOMESTIC DISTUR;HIGHWAY/ROAD/STREET  ETC.;23.0;NOT APPLICABLE/NONE;B;M
138549;CHPD;LARCENY- ALL OTHER;5623 E LAKEVIEW DR BUS STOP;CHAPEL HILL;NC;;;N;;2017-01-09;14:00:00;2017-01-09;13:59:00;2017-01-09;14:00:00;;27514;DISTURBANCE/NUI;AIR/BUS/TRAIN TERMINAL;43.0;NOT APPLICABLE/NONE;W;F
138560;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;127 E FRANKLIN ST;CHAPEL HILL;NC;-79.05485618;35.91380882;N;35.91380882, -79.05485618;2017-01-09;21:55:00;2017-01-09;21:54:00;2017-01-09;21:55:00;;27514;DOMESTIC DISTUR;HIGHWAY/ROAD/STREET  ETC.;19.0;NOT APPLICABLE/NONE;W;F
138456;CHPD;SIMPLE POSSESSION;180 E FRANKLIN ST at HENDERSON ST;CHAPEL HILL;NC;-79.0528717;35.91431046;N;35.91431046, -79.0528717;2017-01-06;1:08:00;2017-01-06;1:08:00;2017-01-06;1:08:00;;27514;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139200;CHPD;HARASSMENT;3 COLONY CT;CHAPEL HILL;NC;-79.05814129;35.91090263;;35.91090263, -79.05814129;2017-01-05;8:38:00;2017-01-05;8:38:00;2017-01-05;8:38:00;;27516;HARASSMENT/STAL;;;;W;F
138399;CHPD;INFORMATION;600 EMORY DR;CHAPEL HILL;NC;-79.0151268;35.92998711;N;35.92998711, -79.0151268;2017-01-04;15:59:00;2017-01-04;15:59:00;2017-01-04;15:59:00;;27517;INFO MESSAGE;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
138245;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;307 S ESTES DR EXT;CHAPEL HILL;NC;-79.02456665;35.92499542;N;35.92499542, -79.02456665;2017-01-02;2:53:00;2017-01-02;2:53:00;2017-01-02;2:53:00;;27517;DISTURBANCE/NUI;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;B;M
138261;CHPD;SIMPLE ASSAULT-OTHER;130 S ESTES DR;CHAPEL HILL;NC;-79.03178581;35.92628593;;35.92628593, -79.03178581;2017-01-02;12:53:00;2017-01-02;12:50:00;2017-01-02;12:50:00;G4;27514;ASSAULT/SEXUAL;HOME OF VICTIM - OTHER DWELLING;44.0;PERSONAL WEAPONS (HANDS  FEET;W;M
138273;CHPD;ASSIST EMS;805 S MERRITT MILL RD;CHAPEL HILL;NC;-79.06775551;35.90123088;N;35.90123088, -79.06775551;2017-01-02;16:57:00;2017-01-02;16:55:00;2017-01-02;16:57:00;303;27516;UNKNOWN PROBLEM;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;W;M
138188;CHPD;USING FRAUDULENT ID CARD;209 COLUMBIA PL W;CHAPEL HILL;NC;-79.05819402;35.92183307;N;35.92183307, -79.05819402;2017-01-01;23:59:59;2017-01-01;23:59:59;2017-01-01;23:59:59;;27516;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
141909;CHPD;LARCENY- ALL OTHER;385 SUMMERWALK CIR;CHAPEL HILL;NC;-79.01022253;35.89537838;;35.89537838, -79.01022253;2017-03-20;9:31:00;2017-03-17;9:31:00;2017-03-20;9:31:00;;27517;THEFT/LARCENY;OTHER RESIDENCE - OTHER DWELLING;41.0;NOT APPLICABLE/NONE;B;M
141917;CHPD;COMMUNITY OUTREACH;940 CARMICHAEL ST;CHAPEL HILL;NC;-79.03203132;35.90455513;N;35.90455513, -79.03203132;2017-03-20;11:56:00;2017-03-20;8:29:00;2017-03-20;8:30:00;;27514;MISC OFFICER IN;CHURCH/SYNAGOGUE/TEMPLE;;NOT APPLICABLE/NONE;;
141853;CHPD;TRAFFIC COMPLAINT;420 BROOKGREEN DR at EDGEWATER CIR;CHAPEL HILL;NC;-79.06928253;35.88362122;N;35.88362122, -79.06928253;2017-03-17;16:15:00;2017-03-17;16:00:00;2017-03-17;16:01:00;;27516;INFO MESSAGE;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
141769;CHPD;COMMUNITY OUTREACH;101 SMITH LEVEL RD;CHAPEL HILL;NC;-79.0718295;35.89996376;N;35.89996376, -79.0718295;2017-03-16;11:50:00;2017-03-16;11:49:00;2017-03-16;11:50:00;;27516;;SCHOOL/COLLEGE;;NOT APPLICABLE/NONE;;
141613;CHPD;CHECK WELL BEING;805 S MERRITT MILL RD;CHAPEL HILL;NC;-79.06775551;35.90123088;N;35.90123088, -79.06775551;2017-03-13;8:40:00;2017-03-13;8:40:00;2017-03-13;8:40:00;107;27516;SUSPICIOUS/WANT;HOME OF VICTIM - OTHER DWELLING;67.0;NOT APPLICABLE/NONE;B;M
141492;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;21 MAXWELL RD;CHAPEL HILL;NC;-79.02536161;35.90954305;Y;35.90954305, -79.02536161;2017-03-11;3:24:00;2017-03-11;3:24:00;2017-03-11;3:24:00;;27517;911 HANGUP;OTHER RESIDENCE - OTHER DWELLING;28.0;UNKNOWN/NOT STATED;B;M
141441;CHPD;SUSPICIOUS;201 CULBRETH RD;CHAPEL HILL;NC;-79.06267088;35.89100514;;35.89100514, -79.06267088;2017-03-10;10:58:00;2017-02-19;18:00:00;2017-03-10;10:58:00;;27516;DAMAGE/VANDALIS;PARKING LOT/AREA;59.0;UNKNOWN/NOT STATED;W;F
141442;CHPD;COMMUNITY OUTREACH;101 SMITH LEVEL RD;CHAPEL HILL;NC;-79.0718295;35.89996376;N;35.89996376, -79.0718295;2017-03-10;11:11:00;2017-03-10;11:11:00;2017-03-10;11:11:00;;27516;MISC OFFICER IN;SCHOOL/COLLEGE;;NOT APPLICABLE/NONE;;
141364;CHPD;CHILD ABUSE/ASSAULT-NO INJURY;501 NC HWY 54;CARRBORO;NC;-79.07804922;35.90346305;Y;35.90346305, -79.07804922;2017-03-08;14:20:00;2017-03-08;14:15:00;2017-03-08;14:20:00;;27510;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;OTHER WEAPON;B;M
141298;CHPD;CHECK WELLBEING;221 SUMMERWALK CIR;CHAPEL HILL;NC;-79.01076847;35.89738681;N;35.89738681, -79.01076847;2017-03-07;1:47:00;2017-03-07;1:47:00;2017-03-07;1:47:00;;27517;SUICIDE ATTEMPT;OTHER RESIDENCE - OTHER DWELLING;;NOT APPLICABLE/NONE;;
140669;CHPD;UNDISCIPLINED JUVENILE LESS THAN 16 YEARS/BUT OLDER THAN 6;606 N ESTES DR;CHAPEL HILL;NC;-79.04698684;35.93635308;N;35.93635308, -79.04698684;2017-02-21;15:59:00;2017-02-21;15:59:00;2017-02-21;15:59:00;;27514;DISTURBANCE/NUI;SCHOOL/COLLEGE;;NOT APPLICABLE/NONE;W;F
140500;CHPD;LOUD MUSIC;213 CONNER DR;CHAPEL HILL;NC;-79.02992725;35.93213235;N;35.93213235, -79.02992725;2017-02-18;1:09:00;2017-02-18;1:08:00;2017-02-18;1:09:00;19;27514;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
140487;CHPD;POSSESS STOLEN VEHICLE;5623 FORDHAM BLVD;CHAPEL HILL;NC;;;N;;2017-02-17;15:56:00;2017-02-17;15:56:00;2017-02-17;15:56:00;113;27514;MISC OFFICER IN;HOTEL/MOTEL;;NOT APPLICABLE/NONE;;
140479;CHPD;FOUND PROPERTY;333 S ESTES DR EXT;CHAPEL HILL;NC;-79.02377319;35.92427063;;35.92427063, -79.02377319;2017-02-17;14:52:00;2017-02-17;14:00:00;2017-02-17;14:00:00;;27517;ADMINISTRATIVE;OTHER RESIDENCE - OTHER DWELLING;55.0;NOT APPLICABLE/NONE;W;F
140486;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;123 BARCLAY RD;CHAPEL HILL;NC;-79.0573692;35.92948052;N;35.92948052, -79.0573692;2017-02-17;19:28:00;2017-02-17;19:28:00;2017-02-17;19:28:00;;27516;DOMESTIC DISTUR;HOME OF VICTIM - OTHER DWELLING;18.0;NOT APPLICABLE/NONE;W;F
140450;CHPD;INFORMATION;2701 HOMESTEAD RD;CHAPEL HILL;NC;-79.06216213;35.9507176;N;35.9507176, -79.06216213;2017-02-17;2:44:00;2017-02-17;2:44:00;2017-02-17;2:44:00;714;27516;PUBLIC SERVICE;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;B;F
140422;CHPD;INVOLUNTARY -EMERGENCY COMMITMENT-;XX XX;CHAPEL HILL;NC;;;N;;2017-02-16;12:09:00;2017-02-16;12:09:00;2017-02-16;12:09:00;;27514;MENTAL DISORDER;SCHOOL/COLLEGE;;NOT APPLICABLE/NONE;W;M
140370;CHPD;SUSPICIOUS PERSON;800 MARKET ST;CHAPEL HILL;NC;-79.06590934;35.87958828;N;35.87958828, -79.06590934;2017-02-15;11:33:00;2017-02-15;11:30:00;2017-02-15;11:31:00;;27516;SUSPICIOUS/WANT;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139099;CHPD;ALCOHOL VIOLATIONS;105 E FRANKLIN ST;CHAPEL HILL;NC;-79.05553121;35.91350214;;35.91350214, -79.05553121;2017-01-21;16:07:00;2017-01-21;16:07:00;2017-01-21;16:07:00;;27514;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139036;CHPD;IDENTITY THEFT;300 MCGREGOR DR;CHAPEL HILL;NC;-79.01842204;35.94566654;N;35.94566654, -79.01842204;2017-01-20;9:40:00;2017-01-01;12:00:00;2017-01-01;12:05:00;A;27514;THEFT/LARCENY;HOME OF VICTIM - OTHER DWELLING;51.0;NOT APPLICABLE/NONE;B;F
139012;CHPD;LARCENY OF A FIREARM;221 CHESLEY LN;CHAPEL HILL;NC;-79.02641803;35.954761;N;35.954761, -79.02641803;2017-01-19;16:51:00;2017-01-17;13:00:00;2017-01-17;18:00:00;;27514;WEAPON/FIREARMS;HOME OF VICTIM - SINGLE FAMILY;69.0;NOT APPLICABLE/NONE;W;M
138978;CHPD;COMMUNITY OUTREACH SEAWELL ELEMENTARY SCHOOL;9201 SEAWELL SCHOOL RD;CHAPEL HILL;NC;-79.07729764;35.94209101;N;35.94209101, -79.07729764;2017-01-19;8:48:00;2017-01-18;9:00:00;2017-01-18;9:45:00;;27516;INFO MESSAGE;SCHOOL/COLLEGE;;NOT APPLICABLE/NONE;;
138867;CHPD;PWISD MARIJUANA;399 S ESTES DRIVE;CHAPEL HILL;;;;N;;2017-01-15;23:26:00;2017-01-15;23:26:00;2017-01-15;23:26:00;;27514;ARREST;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
138619;CHPD;INFORMATION;609 NORTH ST;CHAPEL HILL;NC;-79.04653846;35.91988942;N;35.91988942, -79.04653846;2017-01-11;7:26:00;2017-01-11;6:45:00;2017-01-11;6:45:00;;27514;TRAFFIC/TRANSPO;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;;
139018;CHPD;HARASSMENT;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;N;35.92695367, -79.05292697;2017-01-19;21:04:00;2017-01-19;21:04:00;2017-01-19;21:04:00;;27514;PUBLIC SERVICE;HOME OF VICTIM - OTHER DWELLING;43.0;NOT APPLICABLE/NONE;W;F
138995;CHPD;INFORMATION;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;N;35.92695367, -79.05292697;2017-01-19;12:17:00;2017-01-19;12:17:00;2017-01-19;12:17:00;;27258;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
138973;CHPD;INFORMATION;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;N;35.92695367, -79.05292697;2017-01-18;21:00:00;2017-01-18;19:30:00;2017-01-18;19:32:00;;27514;INFO MESSAGE;GOVERNMENT/PUBLIC BUILDING;32.0;NOT APPLICABLE/NONE;B;F
138857;CHPD;FRAUD-ALL OTHER;109 PRIESTLY CREEK DR;CHAPEL HILL;NC;-79.04920053;35.94366519;N;35.94366519, -79.04920053;2017-01-15;15:25:00;2017-01-13;11:30:00;2017-01-14;12:00:00;;27514;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;79.0;NOT APPLICABLE/NONE;W;F
138682;CHPD;ASSISTANCE;114 COLE ST;CHAPEL HILL;NC;-79.06512755;35.9055658;N;35.9055658, -79.06512755;2017-01-13;1:28:00;2017-01-13;1:28:00;2017-01-13;1:28:00;;27516;DOMESTIC DISTUR;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;B;F
138630;CHPD;B&E RESIDENCE-FORCE;106 TIMBER HOLLOW CT;CHAPEL HILL;NC;-79.05419477;35.94115912;Y;35.94115912, -79.05419477;2017-01-11;17:02:00;2017-01-11;15:00:00;2017-01-11;17:00:00;157;27514;BURGLARY/HOME I;HOME OF VICTIM - OTHER DWELLING;;PERSONAL WEAPONS (HANDS  FEET;W;F
138634;CHPD;ASSIST EMS;707 PRITCHARD AVE EXT;CHAPEL HILL;NC;-79.06091309;35.91962814;N;35.91962814, -79.06091309;2017-01-11;23:54:00;2017-01-11;23:54:00;2017-01-11;23:54:00;;27516;UNKNOWN LE;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;W;M
138519;CHPD;CALL FOR SERVICE;116 LAUREL HILL RD;CHAPEL HILL;NC;-79.0407979;35.90665658;N;35.90665658, -79.0407979;2017-01-08;8:52:00;2017-01-07;20:00:00;2017-01-07;20:05:00;;27514;PUBLIC SERVICE;HOME OF VICTIM - OTHER DWELLING;69.0;NOT APPLICABLE/NONE;W;M
138514;CHPD;ANIMAL CRUELTY;245 ERWIN ROAD;CHAPEL HILL;NC;-79.01740991;35.95142328;N;35.95142328, -79.01740991;2017-01-07;22:53:00;2017-01-07;22:52:00;2017-01-07;22:53:00;;27514;ANIMAL;HOME OF OFFENDER - SINGLE FAMI;;NOT APPLICABLE/NONE;;
141400;CHPD;FRAUD-SCAM;104 COLBY PL;CHAPEL HILL;NC;-79.00656194;35.93847001;N;35.93847001, -79.00656194;2017-03-09;12:04:00;2017-03-06;12:00:00;2017-03-08;13:00:00;;27517;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;78.0;NOT APPLICABLE/NONE;W;M
141290;CHPD;CCW-POSS/CONCEALING WEAPONS;751 TRINITY CT;CHAPEL HILL;NC;-79.06335472;35.91961947;N;35.91961947, -79.06335472;2017-03-06;15:50:00;2017-03-06;13:00:00;2017-03-06;13:50:00;B5;;;OTHER RESIDENCE - OTHER DWELLING;;HANDGUN;;
141230;CHPD;CHILD ABUSE-NON ASSAULTIVE;212 SIR RICHARD LN;CHAPEL HILL;NC;-79.00593293;35.9401925;;35.9401925, -79.00593293;2017-03-05;8:22:00;2017-03-05;8:22:00;2017-03-05;8:22:00;;27517;ABUSE/ABANDOMEN;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;W;M
141221;CHPD;ASSIST CITIZEN;425 HILLSBOROUGH ST;CHAPEL HILL;NC;-79.05445994;35.91961116;N;35.91961116, -79.05445994;2017-03-05;2:19:00;2017-03-05;2:19:00;2017-03-05;2:19:00;;27514;PUBLIC SERVICE;PARKING LOT/AREA;20.0;NOT APPLICABLE/NONE;A;F
141129;CHPD;DISTURBING THE PEACE;450 W FRANKLIN ST;CHAPEL HILL;NC;-79.06248118;35.91091867;N;35.91091867, -79.06248118;2017-03-02;23:14:00;2017-03-02;23:14:00;2017-03-02;23:14:00;;27516;ASSAULT/SEXUAL;BAR/NIGHTCLUB/LOUNGE;;NOT APPLICABLE/NONE;;
141127;CHPD;THREATS;1709 HIGH SCHOOL RD;CHAPEL HILL;NC;-79.08056977;35.94652745;;35.94652745, -79.08056977;2017-03-02;20:05:00;2017-03-02;20:05:00;2017-03-02;20:05:00;;27516;HARASSMENT/STAL;SCHOOL/COLLEGE;;UNDETERMINED FIREARM;;
141844;CHPD;IDENTITY THEFT;2100 N LAKESHORE DR;CHAPEL HILL;NC;-79.03523011;35.94617995;N;35.94617995, -79.03523011;2017-03-18;8:21:00;2017-03-05;12:01:00;2017-03-18;8:21:00;;27514;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;52.0;NOT APPLICABLE/NONE;W;M
141821;CHPD;DRUG VIOLATIONS;1213 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05923841;35.94773305;N;35.94773305, -79.05923841;2017-03-17;15:11:00;2017-03-17;15:11:00;2017-03-17;15:11:00;;27516;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
141752;CHPD;DAMAGE TO PROPERTY(NON-CRIMINAL);104 NEW STATESIDE DR;CHAPEL HILL;NC;-79.05976734;35.95628419;;35.95628419, -79.05976734;2017-03-16;14:38:00;2017-03-16;14:38:00;2017-03-16;14:38:00;;27516;DAMAGE/VANDALIS;PARKING LOT/AREA;58.0;UNKNOWN/NOT STATED;B;F
141674;CHPD;LARCENY BY EMPLOYEE;210 S ESTES DR;CHAPEL HILL;NC;-79.02758546;35.92668226;N;35.92668226, -79.02758546;2017-03-14;13:55:00;2017-02-13;10:15:00;2017-02-22;0;;27514;THEFT/LARCENY;GROCERY/SUPERMARKET;;NOT APPLICABLE/NONE;;
141675;CHPD;DRUG VIOLATIONS;600 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05604248;35.91848613;N;35.91848613, -79.05604248;2017-03-14;12:24:00;2017-03-14;12:24:00;2017-03-14;12:24:00;;27514;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
141633;CHPD;DRUG VIOLATIONS;1060 NC 54;CHAPEL HILL;NC;-79.06515375;35.89867045;N;35.89867045, -79.06515375;2017-03-13;21:18:00;2017-03-13;21:18:00;2017-03-13;21:18:00;B2;27516;DRUGS;HOME OF OFFENDER - OTHER DWELL;44.0;NOT APPLICABLE/NONE;B;M
141607;CHPD;VANDALISM / DAMAGE TO PROPERTY (WILLFUL);808 HIGHGROVE DR;CHAPEL HILL;NC;-79.07015113;35.88587379;Y;35.88587379, -79.07015113;2017-03-12;22:46:00;2017-03-12;22:40:00;2017-03-12;22:40:00;;27516;DAMAGE/VANDALIS;HOME OF VICTIM - SINGLE FAMILY;48.0;OTHER WEAPON;W;F
141554;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;194 ST ANDREWS LN;CHAPEL HILL;NC;-79.00846039;35.93808779;N;35.93808779, -79.00846039;2017-03-11;21:13:00;2017-03-11;21:10:00;2017-03-11;21:13:00;;27517;DISTURBANCE/NUI;OTHER RESIDENCE - OTHER DWELLING;57.0;NOT APPLICABLE/NONE;W;F
141515;CHPD;TRESPASSING;1860 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05878526;35.96665966;;35.96665966, -79.05878526;2017-03-11;11:45:00;2017-03-11;11:40:00;2017-03-11;11:45:00;;27514;DISTURBANCE/NUI;SERVICE/GAS STATION;;NOT APPLICABLE/NONE;;
141395;CHPD;THROWING DRINK AT DRIVER;1800 FORDHAM BLVD;CHAPEL HILL;NC;-79.01155933;35.94469069;Y;35.94469069, -79.01155933;2017-03-09;11:41:00;2017-03-09;11:41:00;2017-03-09;11:41:00;BLK;27517;ASSAULT/SEXUAL;HIGHWAY/ROAD/STREET  ETC.;19.0;OTHER WEAPON;W;M
141299;CHPD;DRUG VIOLATIONS;1219 RALEIGH RD at HAMILTON RD;CHAPEL HILL;NC;-79.02381897;35.90819931;N;35.90819931, -79.02381897;2017-03-07;23:59:59;2017-03-07;23:59:59;2017-03-07;23:59:59;;27517;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
142320;CHPD;DISTURBING THE PEACE;150 E FRANKLIN ST;CHAPEL HILL;NC;-79.05346274;35.91331368;;35.91331368, -79.05346274;2017-03-30;13:52:00;2017-03-30;13:52:00;2017-03-30;13:52:00;;27514;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
142283;CHPD;SUSPICIOUS PERSON;604 IRONWOODS DRIVE;CHAPEL HILL;NC;-79.06860587;35.92870511;;35.92870511, -79.06860587;2017-03-29;9:56:00;2017-03-29;9:50:00;2017-03-29;9:56:00;;27516;SUSPICIOUS/WANT;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
142122;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;130 S ESTES DR;CHAPEL HILL;NC;-79.03178581;35.92628593;N;35.92628593, -79.03178581;2017-03-25;23:00:00;2017-03-25;23:00:00;2017-03-25;23:00:00;E11;27514;DOMESTIC DISTUR;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;B;F
142135;CHPD;DRIVING WHILE IMPAIRED;710 MEADOWMONT LN;CHAPEL HILL;NC;-79.00306485;35.91356354;N;35.91356354, -79.00306485;2017-03-25;2:30:00;2017-03-25;2:30:00;2017-03-25;2:30:00;;27517;TRAFFIC/TRANSPO;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
142226;CHPD;LOUD NOISE;103 HUNTINGTON DR;CHAPEL HILL;NC;-79.04902428;35.93688071;N;35.93688071, -79.04902428;2017-03-27;13:07:00;2017-03-27;13:07:00;2017-03-27;13:07:00;;27514;DISTURBANCE/NUI;OTHER RESIDENCE - OTHER DWELLING;;NOT APPLICABLE/NONE;;
142287;CHPD;SUSPICIOUS CONDITION;137 NEW CASTLE DR;CHAPEL HILL;NC;-79.00493737;35.9245006;N;35.9245006, -79.00493737;2017-03-29;12:04:00;2017-03-29;12:04:00;2017-03-29;12:04:00;;27517;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139665;CHPD;FOUND PROPERTY;500 UMSTEAD DR;CHAPEL HILL;NC;-79.0666124;35.9245563;N;35.9245563, -79.0666124;2017-02-02;4:28:00;2017-02-02;4:28:00;2017-02-02;4:28:00;;27516;MISC OFFICER IN;BEHIND BUILDING/ALLEY;;NOT APPLICABLE/NONE;;
139687;CHPD;K-9 SNIFF;821 S MERRITT MILL RD at NC 54;CHAPEL HILL;NC;-79.07011205;35.90103857;;35.90103857, -79.07011205;2017-02-02;12:36:00;2017-02-02;12:30:00;2017-02-02;12:30:00;;27516;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;UNKNOWN/NOT STATED;;
139645;CHPD;TRAFFIC / DIRECTED PATROL;403 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05723145;35.91605189;N;35.91605189, -79.05723145;2017-02-01;18:38:00;2017-02-01;18:38:00;2017-02-01;18:38:00;;27516;TRAFFIC VIOLATI;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139514;CHPD;SUSPICIOUS VEHICLE;399 UMSTEAD DR;CHAPEL HILL;NC;-79.06352555;35.92148903;N;35.92148903, -79.06352555;2017-01-29;23:15:00;2017-01-29;23:15:00;2017-01-29;23:15:00;;27516;SUSPICIOUS/WANT;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139506;CHPD;DOMESTIC SIMPLE  ASSAULT;402 SYKES ST;CHAPEL HILL;NC;-79.06549013;35.91508876;Y;35.91508876, -79.06549013;2017-01-29;14:30:00;2017-01-29;11:00:00;2017-01-29;14:30:00;B;27516;PUBLIC SERVICE;HOME OF VICTIM - SINGLE FAMILY;;PERSONAL WEAPONS (HANDS  FEET;W;F
139251;CHPD;SUSPICIOUS PERSON;131 W ROSEMARY ST;CHAPEL HILL;NC;-79.0575235;35.91348902;N;35.91348902, -79.0575235;2017-01-25;1:25:00;2017-01-25;1:25:00;2017-01-25;1:25:00;;27516;UNKNOWN PROBLEM;PARKING LOT/AREA;21.0;NOT APPLICABLE/NONE;W;M
139182;CHPD;TRESPASSING;140 E FRANKLIN ST;CHAPEL HILL;NC;-79.05429753;35.91354409;N;35.91354409, -79.05429753;2017-01-23;18:18:00;2017-01-23;18:18:00;2017-01-23;18:18:00;;27514;DISTURBANCE/NUI;OTHER RETAIL ESTABLISHMENT;;NOT APPLICABLE/NONE;;
139135;CHPD;DISTURBING THE PEACE;800 PRITCHARD AVE EXT;CHAPEL HILL;NC;-79.06116486;35.92024612;N;35.92024612, -79.06116486;2017-01-23;1:14:00;2017-01-23;1:14:00;2017-01-23;1:14:00;C12;27516;WEAPON/FIREARMS;UNKNOWN;;UNKNOWN/NOT STATED;;
139133;CHPD;LOUD MUSIC/PARTY;1000 WEAVER DAIRY RD;CHAPEL HILL;NC;-79.05407535;35.96558778;N;35.96558778, -79.05407535;2017-01-22;23:29:00;2017-01-22;15:00:00;2017-01-22;23:29:00;18;27514;DISTURBANCE/NUI;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139098;CHPD;INTOXICATED MALE;1602 E FRANKLIN ST;CHAPEL HILL;NC;-79.02950201;35.93372275;N;35.93372275, -79.02950201;2017-01-21;15:01:00;2017-01-21;15:01:00;2017-01-21;15:01:00;;27514;TRESPASSING/UNW;MEDICAL FACILITY;;NOT APPLICABLE/NONE;;
139100;CHPD;ALCOHOL VIOLATIONS;114 HENDERSON ST;CHAPEL HILL;NC;-79.0533371;35.91519928;;35.91519928, -79.0533371;2017-01-21;18:18:00;2017-01-21;18:18:00;2017-01-21;18:18:00;;27514;TRESPASSING/UNW;RESTAURANT;;NOT APPLICABLE/NONE;;
139066;CHPD;B&E    LARCENY F/VEHICLE;980 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05436659;35.93402445;Y;35.93402445, -79.05436659;2017-01-20;18:30:00;2017-01-20;17:30:00;2017-01-20;18:30:00;;27514;THEFT/LARCENY;OTHER NON-RESIDENTIAL BUILDING;51.0;UNKNOWN/NOT STATED;W;F
