country,cause,sex,death,total_concentration
Malawi,"Trachea, bronchus, lung cancers",female,4,22.1
Malawi,Ischaemic heart disease,female,381,22.1
Malawi,Stroke,female,237,22.1
Malawi,Chronic obstructive pulmonary disease,female,104,22.1
Malaysia,Total,female,3853,16
Malaysia,Lower respiratory infections,female,943,16
Malaysia,"Trachea, bronchus, lung cancers",female,144,16
Malaysia,Ischaemic heart disease,female,1869,16
Malaysia,Stroke,female,682,16
Malaysia,Chronic obstructive pulmonary disease,female,215,16
Maldives,Total,female,16,7.6
Maldives,Lower respiratory infections,female,1,7.6
Maldives,"Trachea, bronchus, lung cancers",female,0,7.6
Maldives,Ischaemic heart disease,female,9,7.6
Maldives,Stroke,female,2,7.6
Maldives,Chronic obstructive pulmonary disease,female,4,7.6
Mali,Total,female,3915,31.2
Mali,Lower respiratory infections,female,1860,31.2
Mali,"Trachea, bronchus, lung cancers",female,12,31.2
Mali,Ischaemic heart disease,female,1031,31.2
Mali,Stroke,female,686,31.2
Mali,Chronic obstructive pulmonary disease,female,326,31.2
Malta,Total,female,85,14
Malta,Lower respiratory infections,female,13,14
Malta,"Trachea, bronchus, lung cancers",female,3,14
Malta,Ischaemic heart disease,female,49,14
Malta,Stroke,female,14,14
Malta,Chronic obstructive pulmonary disease,female,6,14
Mauritania,Total,female,903,40.8
Mauritania,Lower respiratory infections,female,431,40.8
Mauritania,"Trachea, bronchus, lung cancers",female,2,40.8
Mauritania,Ischaemic heart disease,female,274,40.8
Mauritania,Stroke,female,141,40.8
Mauritania,Chronic obstructive pulmonary disease,female,55,40.8
Mauritius,Total,female,203,13.5
Mauritius,Lower respiratory infections,female,15,13.5
Mauritius,"Trachea, bronchus, lung cancers",female,3,13.5
Mauritius,Ischaemic heart disease,female,103,13.5
Mauritius,Stroke,female,47,13.5
Mauritius,Chronic obstructive pulmonary disease,female,35,13.5
Mexico,Total,female,12799,20.1
Mexico,Lower respiratory infections,female,1803,20.1
Mexico,"Trachea, bronchus, lung cancers",female,311,20.1
Mexico,Ischaemic heart disease,female,6264,20.1
Mexico,Stroke,female,2026,20.1
Mexico,Chronic obstructive pulmonary disease,female,2395,20.1
Micronesia (Federated States of),Total,female,12,10.2
Micronesia (Federated States of),Lower respiratory infections,female,2,10.2
Micronesia (Federated States of),"Trachea, bronchus, lung cancers",female,0,10.2
Micronesia (Federated States of),Ischaemic heart disease,female,5,10.2
Micronesia (Federated States of),Stroke,female,3,10.2
Micronesia (Federated States of),Chronic obstructive pulmonary disease,female,1,10.2
Mongolia,Total,female,587,40.4
Mongolia,Lower respiratory infections,female,35,40.4
Mongolia,"Trachea, bronchus, lung cancers",female,16,40.4
Mongolia,Ischaemic heart disease,female,291,40.4
Mongolia,Stroke,female,224,40.4
Mongolia,Chronic obstructive pulmonary disease,female,21,40.4
Montenegro,Total,female,228,20.2
Montenegro,Lower respiratory infections,female,4,20.2
Montenegro,"Trachea, bronchus, lung cancers",female,10,20.2
Montenegro,Ischaemic heart disease,female,98,20.2
Montenegro,Stroke,female,105,20.2
Montenegro,Chronic obstructive pulmonary disease,female,11,20.2
Morocco,Total,female,6177,31
Morocco,Lower respiratory infections,female,904,31
Morocco,"Trachea, bronchus, lung cancers",female,78,31
Morocco,Ischaemic heart disease,female,3692,31
Morocco,Stroke,female,1042,31
Morocco,Chronic obstructive pulmonary disease,female,463,31
Mozambique,Total,female,2915,19.4
Mozambique,Lower respiratory infections,female,1532,19.4
Mozambique,"Trachea, bronchus, lung cancers",female,15,19.4
Mozambique,Ischaemic heart disease,female,628,19.4
Mozambique,Stroke,female,594,19.4
Mozambique,Chronic obstructive pulmonary disease,female,145,19.4
Myanmar,Total,female,11596,34.7
Myanmar,Lower respiratory infections,female,2549,34.7
Myanmar,"Trachea, bronchus, lung cancers",female,677,34.7
Myanmar,Ischaemic heart disease,female,2827,34.7
Myanmar,Stroke,female,3609,34.7
Myanmar,Chronic obstructive pulmonary disease,female,1933,34.7
Namibia,Total,female,378,22.6
Namibia,Lower respiratory infections,female,145,22.6
Namibia,"Trachea, bronchus, lung cancers",female,2,22.6
Namibia,Ischaemic heart disease,female,117,22.6
Namibia,Stroke,female,78,22.6
Namibia,Chronic obstructive pulmonary disease,female,36,22.6
Nepal,Total,female,10031,94.3
Nepal,Lower respiratory infections,female,2145,94.3
Nepal,"Trachea, bronchus, lung cancers",female,453,94.3
Nepal,Ischaemic heart disease,female,3086,94.3
Nepal,Stroke,female,1472,94.3
Nepal,Chronic obstructive pulmonary disease,female,2875,94.3
Netherlands,Total,female,2580,12.1
Netherlands,Lower respiratory infections,female,284,12.1
Netherlands,"Trachea, bronchus, lung cancers",female,326,12.1
Netherlands,Ischaemic heart disease,female,914,12.1
Netherlands,Stroke,female,488,12.1
Netherlands,Chronic obstructive pulmonary disease,female,568,12.1
New Zealand,Total,female,304,5.7
New Zealand,Lower respiratory infections,female,23,5.7
New Zealand,"Trachea, bronchus, lung cancers",female,18,5.7
New Zealand,Ischaemic heart disease,female,147,5.7
New Zealand,Stroke,female,69,5.7
New Zealand,Chronic obstructive pulmonary disease,female,46,5.7
Nicaragua,Total,female,541,16.9
Nicaragua,Lower respiratory infections,female,71,16.9
Nicaragua,"Trachea, bronchus, lung cancers",female,12,16.9
Nicaragua,Ischaemic heart disease,female,303,16.9
Nicaragua,Stroke,female,90,16.9
Nicaragua,Chronic obstructive pulmonary disease,female,66,16.9
Niger,Total,female,6895,70.8
Niger,Lower respiratory infections,female,4694,70.8
Niger,"Trachea, bronchus, lung cancers",female,5,70.8
Niger,Ischaemic heart disease,female,1092,70.8
Niger,Stroke,female,797,70.8
Niger,Chronic obstructive pulmonary disease,female,307,70.8
Nigeria,Total,female,69474,48.7
Nigeria,Lower respiratory infections,female,47023,48.7
Nigeria,"Trachea, bronchus, lung cancers",female,115,48.7
Nigeria,Ischaemic heart disease,female,11734,48.7
Nigeria,Stroke,female,7236,48.7
Nigeria,Chronic obstructive pulmonary disease,female,3367,48.7
Norway,Total,female,486,7
Norway,Lower respiratory infections,female,58,7
Norway,"Trachea, bronchus, lung cancers",female,33,7
Norway,Ischaemic heart disease,female,208,7
Norway,Stroke,female,94,7
Norway,Chronic obstructive pulmonary disease,female,93,7
Oman,Total,female,281,38.2
Oman,Lower respiratory infections,female,47,38.2
Oman,"Trachea, bronchus, lung cancers",female,4,38.2
Oman,Ischaemic heart disease,female,184,38.2
Oman,Stroke,female,36,38.2
Oman,Chronic obstructive pulmonary disease,female,11,38.2
Pakistan,Total,female,49200,55.2
Pakistan,Lower respiratory infections,female,13287,55.2
Pakistan,"Trachea, bronchus, lung cancers",female,260,55.2
Pakistan,Ischaemic heart disease,female,20105,55.2
Pakistan,Stroke,female,10083,55.2
Pakistan,Chronic obstructive pulmonary disease,female,5464,55.2
Panama,Total,female,291,11.2
Panama,Lower respiratory infections,female,45,11.2
Panama,"Trachea, bronchus, lung cancers",female,8,11.2
Panama,Ischaemic heart disease,female,125,11.2
Panama,Stroke,female,64,11.2
Panama,Chronic obstructive pulmonary disease,female,48,11.2
Papua New Guinea,Total,female,814,10.9
Papua New Guinea,Lower respiratory infections,female,177,10.9
Papua New Guinea,"Trachea, bronchus, lung cancers",female,6,10.9
Papua New Guinea,Ischaemic heart disease,female,338,10.9
Papua New Guinea,Stroke,female,219,10.9
Papua New Guinea,Chronic obstructive pulmonary disease,female,74,10.9
Paraguay,Total,female,575,11.2
Paraguay,Lower respiratory infections,female,74,11.2
Paraguay,"Trachea, bronchus, lung cancers",female,10,11.2
Paraguay,Ischaemic heart disease,female,292,11.2
Paraguay,Stroke,female,159,11.2
Paraguay,Chronic obstructive pulmonary disease,female,41,11.2
Peru,Total,female,4822,24.3
Peru,Lower respiratory infections,female,2205,24.3
Peru,"Trachea, bronchus, lung cancers",female,180,24.3
Peru,Ischaemic heart disease,female,1422,24.3
Peru,Stroke,female,560,24.3
Peru,Chronic obstructive pulmonary disease,female,455,24.3
Philippines,Total,female,19457,18.4
Philippines,Lower respiratory infections,female,5813,18.4
Philippines,"Trachea, bronchus, lung cancers",female,340,18.4
Philippines,Ischaemic heart disease,female,7552,18.4
Philippines,Stroke,female,4379,18.4
Philippines,Chronic obstructive pulmonary disease,female,1372,18.4
Poland,Total,female,13803,20.5
Poland,Lower respiratory infections,female,1445,20.5
Poland,"Trachea, bronchus, lung cancers",female,939,20.5
Poland,Ischaemic heart disease,female,8258,20.5
Poland,Stroke,female,2020,20.5
Poland,Chronic obstructive pulmonary disease,female,1141,20.5
Portugal,Total,female,1448,7.9
Portugal,Lower respiratory infections,female,284,7.9
Portugal,"Trachea, bronchus, lung cancers",female,36,7.9
Portugal,Ischaemic heart disease,female,500,7.9
Portugal,Stroke,female,450,7.9
Portugal,Chronic obstructive pulmonary disease,female,178,7.9
Qatar,Total,female,57,90.3
Qatar,Lower respiratory infections,female,7,90.3
Qatar,"Trachea, bronchus, lung cancers",female,4,90.3
Qatar,Ischaemic heart disease,female,35,90.3
Qatar,Stroke,female,7,90.3
Qatar,Chronic obstructive pulmonary disease,female,3,90.3
Republic of Korea,Total,female,6938,24.6
Republic of Korea,Lower respiratory infections,female,1934,24.6
Republic of Korea,"Trachea, bronchus, lung cancers",female,730,24.6
Republic of Korea,Ischaemic heart disease,female,1803,24.6
Republic of Korea,Stroke,female,1664,24.6
Republic of Korea,Chronic obstructive pulmonary disease,female,806,24.6
Republic of Moldova,Total,female,1740,16
Republic of Moldova,Lower respiratory infections,female,45,16
Republic of Moldova,"Trachea, bronchus, lung cancers",female,21,16
Republic of Moldova,Ischaemic heart disease,female,1228,16
Republic of Moldova,Stroke,female,392,16
Republic of Moldova,Chronic obstructive pulmonary disease,female,54,16
Romania,Total,female,7983,14.3
Romania,Lower respiratory infections,female,391,14.3
Romania,"Trachea, bronchus, lung cancers",female,207,14.3
Romania,Ischaemic heart disease,female,4844,14.3
Romania,Stroke,female,2168,14.3
Romania,Chronic obstructive pulmonary disease,female,374,14.3
Russian Federation,Total,female,57542,13.7
Russian Federation,Lower respiratory infections,female,1211,13.7
Russian Federation,"Trachea, bronchus, lung cancers",female,947,13.7
Russian Federation,Ischaemic heart disease,female,37140,13.7
Russian Federation,Stroke,female,16940,13.7
Russian Federation,Chronic obstructive pulmonary disease,female,1304,13.7
Rwanda,Total,female,1401,40.7
Rwanda,Lower respiratory infections,female,723,40.7
Rwanda,"Trachea, bronchus, lung cancers",female,9,40.7
Rwanda,Ischaemic heart disease,female,279,40.7
Rwanda,Stroke,female,247,40.7
Rwanda,Chronic obstructive pulmonary disease,female,143,40.7
Saint Lucia,Total,female,28,21.2
Saint Lucia,Lower respiratory infections,female,5,21.2
Saint Lucia,"Trachea, bronchus, lung cancers",female,0,21.2
Saint Lucia,Ischaemic heart disease,female,11,21.2
Saint Lucia,Stroke,female,10,21.2
Saint Lucia,Chronic obstructive pulmonary disease,female,3,21.2
Saint Vincent and the Grenadines,Total,female,21,21.2
Saint Vincent and the Grenadines,Lower respiratory infections,female,4,21.2
Saint Vincent and the Grenadines,"Trachea, bronchus, lung cancers",female,0,21.2
Saint Vincent and the Grenadines,Ischaemic heart disease,female,11,21.2
Saint Vincent and the Grenadines,Stroke,female,5,21.2
Saint Vincent and the Grenadines,Chronic obstructive pulmonary disease,female,1,21.2
Samoa,Total,female,14,10.6
Samoa,Lower respiratory infections,female,2,10.6
Samoa,"Trachea, bronchus, lung cancers",female,0,10.6
Samoa,Ischaemic heart disease,female,7,10.6
Samoa,Stroke,female,4,10.6
Samoa,Chronic obstructive pulmonary disease,female,1,10.6
Sao Tome and Principe,Total,female,30,25.7
Sao Tome and Principe,Lower respiratory infections,female,12,25.7
Sao Tome and Principe,"Trachea, bronchus, lung cancers",female,1,25.7
Sao Tome and Principe,Ischaemic heart disease,female,6,25.7
Sao Tome and Principe,Stroke,female,7,25.7
Sao Tome and Principe,Chronic obstructive pulmonary disease,female,5,25.7
Saudi Arabia,Total,female,4451,78.4
Saudi Arabia,Lower respiratory infections,female,1099,78.4
Saudi Arabia,"Trachea, bronchus, lung cancers",female,64,78.4
Saudi Arabia,Ischaemic heart disease,female,2157,78.4
Saudi Arabia,Stroke,female,877,78.4
Saudi Arabia,Chronic obstructive pulmonary disease,female,254,78.4
Senegal,Total,female,2597,37.5
Senegal,Lower respiratory infections,female,1140,37.5
Senegal,"Trachea, bronchus, lung cancers",female,10,37.5
Senegal,Ischaemic heart disease,female,806,37.5
Senegal,Stroke,female,446,37.5
Senegal,Chronic obstructive pulmonary disease,female,196,37.5
Serbia,Total,female,2979,24.3
Serbia,Lower respiratory infections,female,128,24.3
Serbia,"Trachea, bronchus, lung cancers",female,216,24.3
Serbia,Ischaemic heart disease,female,1469,24.3
Serbia,Stroke,female,852,24.3
Serbia,Chronic obstructive pulmonary disease,female,314,24.3
Seychelles,Total,female,15,18.7
Seychelles,Lower respiratory infections,female,4,18.7
Seychelles,"Trachea, bronchus, lung cancers",female,0,18.7
Seychelles,Ischaemic heart disease,female,7,18.7
Seychelles,Stroke,female,2,18.7
Seychelles,Chronic obstructive pulmonary disease,female,1,18.7
Sierra Leone,Total,female,1715,20.6
Sierra Leone,Lower respiratory infections,female,778,20.6
Sierra Leone,"Trachea, bronchus, lung cancers",female,2,20.6
Sierra Leone,Ischaemic heart disease,female,505,20.6
Sierra Leone,Stroke,female,327,20.6
Sierra Leone,Chronic obstructive pulmonary disease,female,103,20.6
Singapore,Total,female,959,18.3
Singapore,Lower respiratory infections,female,507,18.3
Singapore,"Trachea, bronchus, lung cancers",female,67,18.3
Singapore,Ischaemic heart disease,female,243,18.3
Singapore,Stroke,female,122,18.3
Singapore,Chronic obstructive pulmonary disease,female,21,18.3
Slovakia,Total,female,1381,17.5
Slovakia,Lower respiratory infections,female,139,17.5
Slovakia,"Trachea, bronchus, lung cancers",female,62,17.5
Slovakia,Ischaemic heart disease,female,869,17.5
Slovakia,Stroke,female,247,17.5
Slovakia,Chronic obstructive pulmonary disease,female,64,17.5
Slovenia,Total,female,516,15.8
Slovenia,Lower respiratory infections,female,69,15.8
Slovenia,"Trachea, bronchus, lung cancers",female,36,15.8
Slovenia,Ischaemic heart disease,female,260,15.8
Slovenia,Stroke,female,114,15.8
Slovenia,Chronic obstructive pulmonary disease,female,38,15.8
Solomon Islands,Total,female,42,10.7
Solomon Islands,Lower respiratory infections,female,8,10.7
Solomon Islands,"Trachea, bronchus, lung cancers",female,0,10.7
Solomon Islands,Ischaemic heart disease,female,17,10.7
Solomon Islands,Stroke,female,12,10.7
Solomon Islands,Chronic obstructive pulmonary disease,female,4,10.7
Somalia,Total,female,3834,29.5
Somalia,Lower respiratory infections,female,2689,29.5
Somalia,"Trachea, bronchus, lung cancers",female,11,29.5
Somalia,Ischaemic heart disease,female,620,29.5
Somalia,Stroke,female,411,29.5
Somalia,Chronic obstructive pulmonary disease,female,103,29.5
South Africa,Total,female,10056,23.6
South Africa,Lower respiratory infections,female,3298,23.6
South Africa,"Trachea, bronchus, lung cancers",female,361,23.6
South Africa,Ischaemic heart disease,female,3158,23.6
South Africa,Stroke,female,1979,23.6
South Africa,Chronic obstructive pulmonary disease,female,1259,23.6
South Sudan,Total,female,2710,41.1
South Sudan,Lower respiratory infections,female,1733,41.1
South Sudan,"Trachea, bronchus, lung cancers",female,13,41.1
South Sudan,Ischaemic heart disease,female,468,41.1
South Sudan,Stroke,female,369,41.1
South Sudan,Chronic obstructive pulmonary disease,female,127,41.1
Spain,Total,female,5517,9.5
Spain,Lower respiratory infections,female,576,9.5
Spain,"Trachea, bronchus, lung cancers",female,238,9.5
Spain,Ischaemic heart disease,female,2466,9.5
Spain,Stroke,female,1239,9.5
Spain,Chronic obstructive pulmonary disease,female,998,9.5
Sri Lanka,Total,female,2369,15.2
Sri Lanka,Lower respiratory infections,female,246,15.2
Sri Lanka,"Trachea, bronchus, lung cancers",female,29,15.2
Sri Lanka,Ischaemic heart disease,female,1344,15.2
Sri Lanka,Stroke,female,477,15.2
Sri Lanka,Chronic obstructive pulmonary disease,female,273,15.2
Sudan,Total,female,10744,47.9
Sudan,Lower respiratory infections,female,3201,47.9
Sudan,"Trachea, bronchus, lung cancers",female,29,47.9
Sudan,Ischaemic heart disease,female,4898,47.9
Sudan,Stroke,female,1924,47.9
Sudan,Chronic obstructive pulmonary disease,female,691,47.9
Suriname,Total,female,88,23.6
Suriname,Lower respiratory infections,female,14,23.6
Suriname,"Trachea, bronchus, lung cancers",female,3,23.6
Suriname,Ischaemic heart disease,female,37,23.6
Suriname,Stroke,female,28,23.6
Suriname,Chronic obstructive pulmonary disease,female,6,23.6
Sweden,Total,female,900,5.9
Sweden,Lower respiratory infections,female,57,5.9
Sweden,"Trachea, bronchus, lung cancers",female,46,5.9
Sweden,Ischaemic heart disease,female,490,5.9
Sweden,Stroke,female,174,5.9
Sweden,Chronic obstructive pulmonary disease,female,132,5.9
Switzerland,Total,female,1043,10.2
Switzerland,Lower respiratory infections,female,100,10.2
Switzerland,"Trachea, bronchus, lung cancers",female,76,10.2
Switzerland,Ischaemic heart disease,female,543,10.2
Switzerland,Stroke,female,172,10.2
Switzerland,Chronic obstructive pulmonary disease,female,151,10.2
Syrian Arab Republic,Total,female,3448,39.4
Syrian Arab Republic,Lower respiratory infections,female,264,39.4
Syrian Arab Republic,"Trachea, bronchus, lung cancers",female,71,39.4
Syrian Arab Republic,Ischaemic heart disease,female,2531,39.4
Syrian Arab Republic,Stroke,female,415,39.4
Syrian Arab Republic,Chronic obstructive pulmonary disease,female,167,39.4
Tajikistan,Total,female,2020,40
Tajikistan,Lower respiratory infections,female,421,40
Tajikistan,"Trachea, bronchus, lung cancers",female,24,40
Tajikistan,Ischaemic heart disease,female,961,40
Tajikistan,Stroke,female,432,40
Tajikistan,Chronic obstructive pulmonary disease,female,182,40
Thailand,Total,female,13920,26.2
Thailand,Lower respiratory infections,female,4413,26.2
Thailand,"Trachea, bronchus, lung cancers",female,908,26.2
Thailand,Ischaemic heart disease,female,4134,26.2
Thailand,Stroke,female,2506,26.2
Thailand,Chronic obstructive pulmonary disease,female,1959,26.2
The former Yugoslav republic of Macedonia,Total,female,623,28.3
The former Yugoslav republic of Macedonia,Lower respiratory infections,female,14,28.3
The former Yugoslav republic of Macedonia,"Trachea, bronchus, lung cancers",female,25,28.3
The former Yugoslav republic of Macedonia,Ischaemic heart disease,female,259,28.3
The former Yugoslav republic of Macedonia,Stroke,female,266,28.3
The former Yugoslav republic of Macedonia,Chronic obstructive pulmonary disease,female,59,28.3
Timor-Leste,Total,female,143,17.9
Timor-Leste,Lower respiratory infections,female,54,17.9
Timor-Leste,"Trachea, bronchus, lung cancers",female,6,17.9
Timor-Leste,Ischaemic heart disease,female,47,17.9
Timor-Leste,Stroke,female,25,17.9
Timor-Leste,Chronic obstructive pulmonary disease,female,11,17.9
Togo,Total,female,1609,32.7
Togo,Lower respiratory infections,female,753,32.7
Togo,"Trachea, bronchus, lung cancers",female,3,32.7
Togo,Ischaemic heart disease,female,447,32.7
Togo,Stroke,female,282,32.7
Togo,Chronic obstructive pulmonary disease,female,124,32.7
Tonga,Total,female,8,10.1
Tonga,Lower respiratory infections,female,2,10.1
Tonga,"Trachea, bronchus, lung cancers",female,0,10.1
Tonga,Ischaemic heart disease,female,3,10.1
Tonga,Stroke,female,2,10.1
Tonga,Chronic obstructive pulmonary disease,female,1,10.1
Trinidad and Tobago,Total,female,268,22
Trinidad and Tobago,Lower respiratory infections,female,31,22
Trinidad and Tobago,"Trachea, bronchus, lung cancers",female,6,22
Trinidad and Tobago,Ischaemic heart disease,female,149,22
Trinidad and Tobago,Stroke,female,67,22
Trinidad and Tobago,Chronic obstructive pulmonary disease,female,14,22
Tunisia,Total,female,2657,35.7
Tunisia,Lower respiratory infections,female,383,35.7
Tunisia,"Trachea, bronchus, lung cancers",female,20,35.7
Tunisia,Ischaemic heart disease,female,1559,35.7
Tunisia,Stroke,female,457,35.7
Tunisia,Chronic obstructive pulmonary disease,female,238,35.7
Turkey,Total,female,13563,42
Turkey,Lower respiratory infections,female,951,42
Turkey,"Trachea, bronchus, lung cancers",female,692,42
Turkey,Ischaemic heart disease,female,7149,42
Turkey,Stroke,female,2405,42
Turkey,Chronic obstructive pulmonary disease,female,2365,42
Turkmenistan,Total,female,1245,19
Turkmenistan,Lower respiratory infections,female,113,19
Turkmenistan,"Trachea, bronchus, lung cancers",female,13,19
Turkmenistan,Ischaemic heart disease,female,831,19
Turkmenistan,Stroke,female,260,19
Turkmenistan,Chronic obstructive pulmonary disease,female,28,19
Uganda,Total,female,6759,48.4
Uganda,Lower respiratory infections,female,4253,48.4
Uganda,"Trachea, bronchus, lung cancers",female,47,48.4
Uganda,Ischaemic heart disease,female,1045,48.4
Uganda,Stroke,female,954,48.4
Uganda,Chronic obstructive pulmonary disease,female,460,48.4
Ukraine,Total,female,28450,18.3
Ukraine,Lower respiratory infections,female,290,18.3
Ukraine,"Trachea, bronchus, lung cancers",female,335,18.3
Ukraine,Ischaemic heart disease,female,22237,18.3
Ukraine,Stroke,female,4966,18.3
Ukraine,Chronic obstructive pulmonary disease,female,622,18.3
United Arab Emirates,Total,female,244,39.4
United Arab Emirates,Lower respiratory infections,female,24,39.4
United Arab Emirates,"Trachea, bronchus, lung cancers",female,9,39.4
United Arab Emirates,Ischaemic heart disease,female,124,39.4
United Arab Emirates,Stroke,female,70,39.4
United Arab Emirates,Chronic obstructive pulmonary disease,female,17,39.4
United Kingdom of Great Britain and Northern Ireland,Total,female,10091,10.5
United Kingdom of Great Britain and Northern Ireland,Lower respiratory infections,female,2086,10.5
United Kingdom of Great Britain and Northern Ireland,"Trachea, bronchus, lung cancers",female,1010,10.5
United Kingdom of Great Britain and Northern Ireland,Ischaemic heart disease,female,3139,10.5
United Kingdom of Great Britain and Northern Ireland,Stroke,female,1767,10.5
United Kingdom of Great Britain and Northern Ireland,Chronic obstructive pulmonary disease,female,2090,10.5
United Republic of Tanzania,Total,female,7379,25.6
United Republic of Tanzania,Lower respiratory infections,female,3976,25.6
United Republic of Tanzania,"Trachea, bronchus, lung cancers",female,14,25.6
United Republic of Tanzania,Ischaemic heart disease,female,1952,25.6
United Republic of Tanzania,Stroke,female,996,25.6
United Republic of Tanzania,Chronic obstructive pulmonary disease,female,440,25.6
United States of America,Total,female,35844,7.4
United States of America,Lower respiratory infections,female,2072,7.4
United States of America,"Trachea, bronchus, lung cancers",female,2588,7.4
United States of America,Ischaemic heart disease,female,18028,7.4
United States of America,Stroke,female,5360,7.4
United States of America,Chronic obstructive pulmonary disease,female,7796,7.4
Uruguay,Total,female,458,8.6
Uruguay,Lower respiratory infections,female,62,8.6
Uruguay,"Trachea, bronchus, lung cancers",female,18,8.6
Uruguay,Ischaemic heart disease,female,189,8.6
Uruguay,Stroke,female,120,8.6
Uruguay,Chronic obstructive pulmonary disease,female,69,8.6
Uzbekistan,Total,female,6385,25.3
Uzbekistan,Lower respiratory infections,female,476,25.3
Uzbekistan,"Trachea, bronchus, lung cancers",female,58,25.3
Uzbekistan,Ischaemic heart disease,female,4657,25.3
Uzbekistan,Stroke,female,1038,25.3
Uzbekistan,Chronic obstructive pulmonary disease,female,155,25.3
Vanuatu,Total,female,22,10.3
Vanuatu,Lower respiratory infections,female,3,10.3
Vanuatu,"Trachea, bronchus, lung cancers",female,0,10.3
Vanuatu,Ischaemic heart disease,female,11,10.3
Vanuatu,Stroke,female,6,10.3
Vanuatu,Chronic obstructive pulmonary disease,female,2,10.3
Venezuela (Bolivarian Republic of),Total,female,3445,15.8
Venezuela (Bolivarian Republic of),Lower respiratory infections,female,465,15.8
Venezuela (Bolivarian Republic of),"Trachea, bronchus, lung cancers",female,161,15.8
Venezuela (Bolivarian Republic of),Ischaemic heart disease,female,1719,15.8
Venezuela (Bolivarian Republic of),Stroke,female,688,15.8
Venezuela (Bolivarian Republic of),Chronic obstructive pulmonary disease,female,412,15.8
Viet Nam,Total,female,13842,29.7
Viet Nam,Lower respiratory infections,female,1690,29.7
Viet Nam,"Trachea, bronchus, lung cancers",female,1226,29.7
Viet Nam,Ischaemic heart disease,female,4698,29.7
Viet Nam,Stroke,female,4158,29.7
Viet Nam,Chronic obstructive pulmonary disease,female,2069,29.7
Yemen,Total,female,7365,45
Yemen,Lower respiratory infections,female,2013,45
Yemen,"Trachea, bronchus, lung cancers",female,22,45
Yemen,Ischaemic heart disease,female,3380,45
Yemen,Stroke,female,1444,45
Yemen,Chronic obstructive pulmonary disease,female,506,45
Zambia,Total,female,1869,24.7
Zambia,Lower respiratory infections,female,1041,24.7
Zambia,"Trachea, bronchus, lung cancers",female,7,24.7
Zambia,Ischaemic heart disease,female,433,24.7
Zambia,Stroke,female,276,24.7
Zambia,Chronic obstructive pulmonary disease,female,113,24.7
Zimbabwe,Total,female,2011,19.4
Zimbabwe,Lower respiratory infections,female,972,19.4
Zimbabwe,"Trachea, bronchus, lung cancers",female,8,19.4
Zimbabwe,Ischaemic heart disease,female,557,19.4
Zimbabwe,Stroke,female,312,19.4
Zimbabwe,Chronic obstructive pulmonary disease,female,162,19.4
